HOLEID,AT,AZM,DIP
DH-092,38.175,159.42315,49.210195
DH-092,45.95,159.273579,48.120412
DH-092,50.95,159.181531,47.425795
DH-092,55.95,159.091101,46.724982
DH-092,60.95,159.001364,46.010991
DH-092,65.95,159.000001,46.000001
DH-092,70.95,159.000001,46.000001
DH-092,75.95,159.000001,46.000001
DH-092,80.95,159.000001,46.000001
DH-092,85.95,159.000001,46.000001
DH-092,112.35,159.000001,46.000001
DH-092,116.525,159.000001,46.000001
DH-093,0.0,152.886209,59.136865
DH-093,2.5,152.886209,59.136865
DH-093,7.5,154.209797,57.749338
DH-093,12.5,155.432691,56.3519
DH-093,17.5,156.628967,54.865485
DH-094,0.0,153.015954,59.495505
DH-094,1.3,153.015954,59.495505
DH-094,61.55,156.6263,52.15068
DH-094,90.3,156.000001,51.000001
DH-094,94.775,156.000001,51.000001
DH-095,0.0,154.306351,53.665415
DH-095,2.5,154.306351,53.665415
DH-095,7.5,154.215675,53.185775
DH-095,12.5,154.113106,52.6299
DH-095,20.2,154.07332,51.833422
DH-095,29.55,154.704279,50.345437
DH-095,34.55,155.027766,49.543089
DH-095,56.6,156.331473,46.012362
DH-095,71.625,157.000001,44.000001
DH-095,78.8,157.000001,44.000001
DH-096,0.0,151.522183,58.201057
DH-096,2.5,151.522183,58.201057
DH-096,7.5,151.32498,57.400612
DH-096,12.5,151.136374,56.600579
DH-096,17.5,150.899344,55.880358
DH-096,22.5,150.333033,55.63618
DH-096,26.525,149.843621,55.362506
DH-096,57.95,146.779818,53.511612
DH-096,62.95,146.286669,53.190091
DH-096,70.9,147.242733,52.499281
DH-096,75.9,148.563301,51.939781
DH-096,80.9,149.836685,51.372378
DH-096,85.9,151.080641,50.790503
DH-097,0.0,155.530312,45.033628
DH-097,2.5,155.530312,45.033628
DH-097,7.5,156.135377,44.533742
DH-097,12.5,156.764359,44.001392
DH-097,29.2,158.64071,42.333477
DH-097,51.35,159.000001,42.000001
DH-097,56.35,159.000001,42.000001
DH-098,0.0,146.678193,53.695644
DH-098,2.5,146.678193,53.695644
DH-098,18.4,148.6139,52.780283
DH-098,23.4,149.216521,52.48064
DH-098,28.4,149.810378,52.178271
DH-098,32.45,150.357573,51.893299
DH-098,38.775,151.017455,51.541341
DH-098,56.85,153.443407,49.907562
DH-098,61.0,154.143721,49.352382
DH-098,77.9,156.455706,47.39476
DH-099,0.0,158.938812,57.695205
DH-099,2.5,158.938812,57.695205
DH-099,6.7,160.909947,56.908034
DH-099,12.65,162.971321,55.970632
DH-099,37.5,160.316068,53.01407
DH-099,42.5,159.825387,52.412024
DH-099,63.475,158.130998,49.746511
DH-099,81.375,160.142279,45.477717
DH-100,0.0,152.941622,59.326742
DH-100,2.5,152.941622,59.326742
DH-100,7.5,154.729098,57.950999
DH-100,54.75,155.07366,50.684695
DH-100,108.25,152.000001,45.009194
DH-101,0.0,155.890857,57.935499
DH-101,2.5,155.890857,57.935499
DH-101,6.75,157.17012,57.172661
DH-101,19.1,159.307045,55.543688
DH-101,24.1,159.671439,54.987024
DH-101,35.65,160.368344,53.874507
DH-101,40.65,160.669132,53.373988
DH-101,45.65,160.962584,52.873324
DH-101,50.575,161.247138,52.37584
DH-102,0.0,153.726431,55.816609
DH-102,2.1,153.726431,55.816609
DH-102,7.825,154.369058,53.979757
DH-102,17.1,154.802673,51.816416
DH-102,21.875,154.493891,51.525438
DH-103,0.0,152.000001,55.823835
DH-103,2.5,152.000001,55.823835
DH-103,17.85,152.000001,49.021867
DH-104,0.0,154.000001,49.000001
DH-104,2.075,154.000001,49.000001
DH-105,0.0,152.674578,59.182338
DH-105,2.25,152.674578,59.182338
DH-105,12.775,153.958418,57.499876
DH-105,22.25,154.996554,55.982047
DH-105,26.575,154.888846,55.412459
DH-105,35.85,154.696377,54.351859
DH-105,40.85,154.591311,53.748648
DH-105,49.45,154.418756,52.718769
DH-105,65.35,154.119539,50.809516
DH-105,82.55,155.185684,48.715632
DH-106,0.0,154.334458,50.622002
DH-106,2.5,154.334458,50.622002
DH-106,7.5,154.125014,49.819094
DH-106,12.5,153.923241,49.019171
DH-106,17.5,153.727861,48.218938
DH-106,22.5,153.538615,47.418897
DH-106,27.0,153.363254,46.654905
DH-106,36.3,153.030717,45.143822
DH-106,52.0,152.384539,43.276667
DH-106,57.0,152.178343,42.675686
DH-106,66.8,151.802764,41.54944
DH-106,74.2,151.499728,40.610235
DH-106,82.05,151.204005,39.66673
DH-107,0.0,154.719966,54.65031
DH-107,2.5,154.719966,54.65031
DH-107,7.5,155.061781,53.580931
DH-107,12.5,155.000001,52.823359
DH-107,17.5,155.000001,52.031891
DH-107,22.5,155.000001,51.232887
DH-107,27.5,155.000001,50.433122
DH-107,32.5,155.000001,49.633065
DH-107,37.5,155.000001,48.833183
DH-107,42.5,155.000001,48.033944
DH-107,47.5,155.000001,47.235812
DH-107,52.5,154.847942,46.406772
DH-107,57.5,155.634213,45.69763
DH-107,62.5,157.024926,45.010432
DH-107,66.625,157.978307,44.519657
DH-107,72.95,159.56814,43.6644
DH-107,77.95,160.799426,42.969303
DH-107,82.95,161.994918,42.266122
DH-107,87.95,163.162955,41.551334
DH-107,92.95,164.303097,40.826376
DH-107,97.95,165.415039,40.092693
DH-107,102.95,166.498604,39.351733
DH-107,107.95,166.749001,38.668129
DH-107,112.95,165.596312,38.05027
DH-107,125.15,163.556304,36.594037
DH-107,133.8,162.274527,35.631582
DH-107,138.8,161.490766,35.024573
DH-107,143.8,160.647481,34.355529
DH-108,0.0,154.930095,56.104751
DH-108,2.5,154.930095,56.104751
DH-108,7.5,155.116998,55.710623
DH-108,12.5,155.198527,55.439478
DH-108,17.5,155.302333,55.139773
DH-108,22.5,155.404609,54.839928
DH-108,27.5,155.505385,54.539972
DH-108,32.5,155.604691,54.239932
DH-108,37.5,155.702554,53.939837
DH-108,42.5,155.798916,53.639989
DH-108,47.5,155.89404,53.339675
DH-108,52.5,155.99894,53.052625
DH-108,57.5,155.902061,52.476486
DH-108,62.5,155.785928,51.839047
DH-108,66.725,155.703073,51.372881
DH-108,76.25,155.506805,50.229281
DH-108,81.25,155.407464,49.628567
DH-108,86.25,155.310672,49.028577
DH-108,91.25,155.21624,48.428848
DH-108,96.25,155.124093,47.829583
DH-108,108.45,155.000001,47.000001
DH-108,117.225,155.000001,47.000001
DH-108,125.6,155.000001,47.000001
DH-108,130.6,155.000001,47.000001
DH-108,135.6,155.000001,47.000001
DH-108,139.875,155.000001,47.000001
DH-108,149.9,155.000001,47.000001
DH-109,0.0,151.220185,56.960378
DH-109,2.5,151.220185,56.960378
DH-109,27.25,151.000001,55.270026
DH-109,32.25,151.000001,55.069984
DH-109,37.25,151.000001,54.869983
DH-109,42.25,151.000001,54.669988
DH-109,47.25,151.000001,54.470005
DH-109,52.25,151.000001,54.270043
DH-109,57.25,151.000001,54.070107
DH-109,62.25,151.000001,53.977308
DH-109,67.25,151.000001,54.000001
DH-109,72.25,151.000001,54.000001
DH-109,77.25,151.000001,54.000001
DH-109,82.25,151.000001,54.000001
DH-109,87.25,151.000001,54.000001
DH-109,92.25,151.000001,54.000001
DH-109,97.25,151.000001,54.000001
DH-109,110.825,151.000001,54.000001
DH-109,117.45,151.000001,54.000001
DH-109,122.45,151.000001,54.000001
DH-110,0.0,155.922391,55.716476
DH-110,2.5,155.922391,55.716476
DH-110,7.5,155.808023,55.290941
DH-110,11.775,155.724734,54.975121
DH-110,18.15,155.593008,54.465175
DH-110,22.075,155.498597,54.091598
DH-110,53.45,155.611227,51.385198
DH-110,58.45,156.275594,50.69396
DH-110,75.95,158.445334,48.257832
DH-110,80.95,159.02781,47.55406
DH-110,85.95,159.593899,46.848579
DH-110,90.95,160.144484,46.14142
DH-110,95.95,160.679992,45.433144
DH-110,100.95,161.058802,44.919594
DH-110,105.95,161.000001,45.000001
DH-110,110.95,161.000001,45.000001
DH-110,115.95,161.000001,45.000001
DH-110,120.95,161.000001,45.000001
DH-110,125.95,161.000001,45.000001
DH-110,130.95,161.000001,45.000001
DH-110,135.95,161.000001,45.000001
DH-110,140.95,161.000001,45.000001
DH-110,145.95,161.000001,45.000001
DH-110,150.95,161.000001,45.000001
DH-111,0.0,157.246997,54.472944
DH-111,2.075,157.246997,54.472944
DH-111,14.75,157.511909,52.697295
DH-111,19.75,157.610607,51.996261
DH-111,24.1,157.701042,51.333971
DH-111,33.825,157.872375,50.024439
DH-111,40.95,157.99659,49.027947
DH-111,45.95,158.617735,48.528374
DH-111,50.95,159.267237,48.04445
DH-111,55.95,159.89428,47.552832
DH-111,60.95,160.510085,47.057486
DH-111,65.95,161.114737,46.558718
DH-111,70.95,161.70833,46.05683
DH-111,74.8,162.252621,45.585718
DH-111,86.125,163.445892,44.515217
DH-111,96.05,164.000001,44.000001
DH-111,100.8,164.000001,44.000001
DH-111,117.25,164.000001,44.000001
DH-112,0.0,159.021492,55.940112
DH-112,2.5,159.021492,55.940112
DH-112,7.5,159.128106,55.640189
DH-112,12.5,159.232954,55.340592
DH-112,17.5,159.336251,55.040838
DH-112,22.5,159.438029,54.740954
DH-112,27.5,159.538317,54.440967
DH-112,32.5,159.637144,54.140906
DH-112,37.5,159.734538,53.840797
DH-112,42.5,159.830527,53.54067
DH-112,47.5,159.925138,53.240551
DH-112,52.5,159.981048,52.928389
DH-112,57.5,159.740698,52.521219
DH-112,62.5,159.529352,52.12268
DH-112,67.5,159.321665,51.723596
DH-112,72.5,159.117557,51.324042
DH-112,82.75,158.709977,50.503733
DH-112,87.625,158.518703,50.108164
DH-112,97.1,158.162607,49.353075
DH-112,102.1,157.990816,48.979898
DH-112,107.1,158.000001,49.000001
DH-112,121.7,158.000001,49.000001
DH-112,125.875,158.000001,49.000001
DH-113,0.0,151.026253,55.149932
DH-113,2.5,151.026253,55.149932
DH-113,7.5,150.560385,54.629168
DH-113,30.55,148.155401,52.841695
DH-113,35.55,147.665162,52.439371
DH-113,40.55,147.184108,52.035304
DH-113,45.55,146.711964,51.629549
DH-113,50.55,146.248583,51.222266
DH-113,55.55,146.318026,50.795418
DH-113,60.55,147.695131,50.278585
DH-113,69.2,149.404674,49.502432
DH-113,73.925,150.407633,49.023304
DH-113,84.0,152.467312,47.981437
DH-113,102.0,155.774056,46.134506
DH-113,107.0,156.081507,45.951209
DH-113,112.0,156.000001,46.000001
DH-113,122.4,156.000001,46.000001
DH-113,131.15,156.000001,46.000001
DH-113,136.15,156.000001,46.000001
DH-113,141.15,156.000001,46.000001
DH-113,145.5,156.000001,46.000001
DH-113,153.85,156.000001,46.000001
DH-113,157.85,156.000001,46.000001
DH-114,0.0,153.614452,58.406386
DH-114,2.5,153.614452,58.406386
DH-114,7.5,153.996094,58.004172
DH-114,12.5,153.445781,57.515202
DH-114,17.5,152.900985,57.019625
DH-114,22.5,152.3676,56.526432
DH-114,26.5,151.883924,56.062271
DH-114,34.75,151.123056,55.30482
DH-114,41.6,150.459552,54.615801
DH-114,46.075,150.011631,54.13496
DH-114,51.55,149.535529,53.609462
DH-114,57.95,149.000001,53.000001
DH-114,62.95,149.000001,53.000001
DH-114,67.95,149.000001,53.000001
DH-114,72.95,149.000001,53.000001
DH-114,77.05,149.000001,53.000001
DH-115,0.0,156.040608,60.014654
DH-115,2.5,156.040608,60.014654
DH-115,7.5,157.018745,59.997565
DH-115,12.5,157.000001,59.896005
DH-115,17.5,157.000001,59.795984
DH-115,22.5,157.000001,59.695998
DH-115,27.5,157.000001,59.595999
DH-115,32.5,157.000001,59.492744
DH-115,75.125,157.375582,57.931512
DH-115,86.15,157.597927,57.266903
DH-115,94.6,157.761274,56.7626
DH-115,125.95,158.000001,56.000001
DH-115,130.95,158.000001,56.000001
DH-115,141.1,158.000001,56.000001
DH-116,0.0,159.428688,49.760666
DH-116,2.5,159.428688,49.760666
DH-116,7.5,159.33204,48.959969
DH-116,12.5,159.238606,48.160579
DH-116,17.5,159.148164,47.362237
DH-116,22.5,159.060591,46.56541
DH-116,27.5,158.969054,45.744334
DH-116,32.5,158.852227,44.824118
DH-116,37.5,158.743565,43.92755
DH-116,42.5,158.637928,43.029139
DH-116,47.5,158.535219,42.129553
DH-116,52.5,158.43534,41.229466
DH-116,57.5,158.338203,40.329554
DH-116,62.5,158.243718,39.430493
DH-116,67.5,158.151803,38.532953
DH-116,72.5,158.062375,37.637597
DH-116,77.5,157.991771,36.915054
DH-116,82.5,158.000001,37.000001
DH-116,87.5,158.000001,37.000001
DH-116,92.5,158.000001,37.000001
DH-116,97.5,158.000001,37.000001
DH-116,102.5,158.000001,37.000001
DH-116,109.55,158.000001,37.000001
DH-116,114.55,158.000001,37.000001
DH-116,119.55,158.000001,37.000001
DH-116,124.55,158.000001,37.000001
DH-116,129.55,158.000001,37.000001
DH-117,0.0,152.000001,54.692351
DH-117,2.5,152.000001,54.692351
DH-117,7.5,152.000001,53.297309
DH-117,12.5,152.000001,52.8148
DH-117,17.5,152.000001,52.821006
DH-117,22.5,152.000001,52.720988
DH-117,27.5,152.000001,52.620999
DH-117,32.5,152.000001,52.520999
DH-117,37.5,152.000001,52.420999
DH-117,42.5,152.000001,52.320999
DH-117,47.5,152.000001,52.221002
DH-117,52.5,152.000001,52.121007
DH-117,57.5,152.000001,52.021016
DH-117,62.5,152.216531,51.923508
DH-117,67.5,152.546765,51.826644
DH-117,72.5,152.850292,51.728728
DH-117,77.5,153.152529,51.630025
DH-117,82.5,153.453461,51.530545
DH-117,87.5,153.753078,51.430298
DH-117,92.425,154.049169,51.330043
DH-117,100.1,154.502306,51.174305
DH-117,105.1,154.797094,51.071478
DH-117,110.1,155.000001,51.000001
DH-117,115.1,155.031204,50.988958
DH-117,120.1,155.000001,51.000001
DH-117,125.1,155.000001,51.000001
DH-118,0.0,151.321226,58.668876
DH-118,2.5,151.321226,58.668876
DH-118,7.5,151.106367,58.257157
DH-118,12.5,151.000001,57.916202
DH-118,17.5,151.000001,57.572621
DH-118,25.85,151.000001,57.100116
DH-118,30.85,151.000001,56.799944
DH-118,35.85,151.000001,56.499943
DH-118,40.85,151.000001,56.199944
DH-118,45.85,151.000001,55.899972
DH-118,50.85,151.000001,55.600051
DH-118,55.85,151.000001,55.300206
DH-118,60.85,151.000001,55.000462
DH-118,65.85,150.686558,54.803289
DH-118,70.85,150.341255,54.583398
DH-118,81.1,149.750161,54.199078
DH-118,86.1,149.448921,53.999299
DH-118,91.1,149.15066,53.798839
DH-118,96.1,148.855264,53.597661
DH-118,101.1,148.562713,53.395791
DH-118,106.1,148.272988,53.193253
DH-118,111.1,147.993547,52.995403
DH-118,116.1,148.000001,53.000001
DH-118,121.1,148.000001,53.000001
DH-118,126.1,148.000001,53.000001
DH-118,130.15,148.000001,53.000001
DH-119,0.0,157.836495,59.084225
DH-119,2.5,157.836495,59.084225
DH-119,6.85,159.895009,58.684711
DH-119,22.8,160.906513,57.590289
DH-119,26.8,159.727446,57.339921
DH-119,33.75,158.181682,56.989443
DH-119,38.75,156.964842,56.695198
DH-119,42.825,155.847596,56.410321
DH-119,50.2,154.256567,55.979457
DH-119,55.2,153.094937,55.645514
DH-119,60.0,152.021474,55.321853
DH-119,78.6,150.689505,53.837171
DH-119,89.8,150.47284,52.98504
DH-119,99.1,150.290515,52.240607
DH-119,104.1,150.195121,51.840769
DH-119,109.1,150.101404,51.440844
DH-119,113.9,150.011124,51.048776
DH-119,128.6,150.000001,51.000001
DH-119,133.6,150.000001,51.000001
DH-120,0.0,151.560899,59.198944
DH-120,1.625,151.560899,59.198944
DH-120,48.425,151.131452,53.321494
DH-120,68.875,151.902573,51.272999
DH-121,0.0,156.096447,56.806496
DH-121,2.5,156.096447,56.806496
DH-121,7.5,157.004127,55.994737
DH-121,12.5,157.225935,55.493732
DH-121,17.5,157.441631,54.997549
DH-121,22.5,157.652997,54.498744
DH-121,27.5,157.859365,53.99933
DH-121,32.5,158.060891,53.499441
DH-121,37.5,158.257721,52.999212
DH-121,42.5,158.449999,52.498777
DH-121,47.5,158.637862,51.998271
DH-121,52.5,158.822897,51.498706
DH-121,57.5,158.997897,50.987149
DH-121,62.5,158.885586,50.290819
DH-121,67.5,158.776318,49.593104
DH-121,72.5,158.669987,48.894321
DH-121,77.5,158.555645,48.120337
DH-121,90.6,158.307805,46.358659
DH-121,95.6,158.21392,45.659921
DH-121,100.6,158.122367,44.961246
DH-121,105.6,158.033165,44.263668
DH-121,110.6,157.990118,43.920965
DH-121,115.6,158.000001,44.000001
DH-121,120.6,158.000001,44.000001
DH-121,125.6,158.000001,44.000001
DH-121,130.6,158.000001,44.000001
DH-121,135.6,158.000001,44.000001
DH-121,140.6,158.000001,44.000001
DH-121,145.6,158.000001,44.000001
DH-121,149.45,158.000001,44.000001
DH-122,0.0,150.812619,54.363011
DH-122,2.5,150.812619,54.363011
DH-122,7.5,150.584465,53.559415
DH-122,12.5,150.36656,52.761885
DH-122,17.5,150.156232,51.962961
DH-122,22.5,149.95314,51.16314
DH-122,27.5,149.75696,50.362925
DH-122,32.5,149.567386,49.562817
DH-122,37.5,149.38413,48.763312
DH-122,42.5,149.20692,47.964905
DH-122,47.5,149.035497,47.168083
DH-122,52.5,148.833233,46.65075
DH-122,57.5,148.618536,46.282204
DH-122,62.5,148.411149,45.883356
DH-122,67.5,148.20665,45.483999
DH-122,72.5,148.004994,45.084208
DH-122,77.5,147.806138,44.68406
DH-122,82.5,147.61004,44.28363
DH-122,87.5,147.416658,43.882994
DH-122,92.5,147.225951,43.482225
DH-122,97.5,147.037877,43.0814
DH-122,101.65,146.977611,42.951774
DH-122,108.15,147.000001,43.000001
DH-122,113.15,147.000001,43.000001
DH-122,132.95,147.000001,43.000001
DH-122,137.95,147.000001,43.000001
DH-122,142.95,147.000001,43.000001
DH-122,152.05,147.000001,43.000001
DH-123,0.0,156.914745,58.876108
DH-123,2.5,156.914745,58.876108
DH-123,15.5,156.062106,57.583197
DH-123,37.35,154.756693,55.396361
DH-123,42.35,154.479755,54.896967
DH-123,47.35,154.175643,54.384519
DH-123,52.35,154.024289,53.91114
DH-123,57.35,154.132085,53.512076
DH-123,62.35,154.23793,53.112687
DH-123,67.35,154.341871,52.713035
DH-123,72.35,154.443953,52.313182
DH-123,77.35,154.54422,51.913191
DH-123,82.35,154.642714,51.513124
DH-123,87.35,154.733009,51.140008
DH-123,92.35,154.846023,50.664258
DH-123,110.625,155.000001,50.000001
DH-124,0.0,157.000001,56.178124
DH-124,2.5,157.000001,56.178124
DH-124,7.5,157.000001,55.877942
DH-124,12.5,157.000001,55.577944
DH-124,16.65,157.000001,55.296867
DH-124,64.2,155.364837,50.453494
DH-124,69.2,155.071566,49.752199
DH-124,74.2,154.787106,49.051297
DH-124,79.2,154.510842,48.350446
DH-124,84.2,154.242481,47.650017
DH-124,89.2,153.992663,46.98007
DH-124,94.2,154.000001,47.000001
DH-124,99.2,154.000001,47.000001
DH-124,103.35,154.000001,47.000001
DH-124,124.1,154.000001,47.000001
DH-125,0.0,160.000001,55.000001
DH-125,2.5,160.000001,55.000001
DH-125,14.4,160.000001,54.551985
DH-125,19.4,160.000001,53.494548
DH-125,35.8,160.000001,50.270686
DH-125,46.7,160.000001,48.08585
DH-125,51.7,160.000001,47.091494
DH-125,56.325,160.000001,46.131806
DH-125,73.175,160.000001,45.000001
DH-125,100.375,160.000001,45.000001
DH-125,109.25,160.000001,45.000001
DH-126,0.0,157.000001,55.602024
DH-126,2.5,157.000001,55.602024
DH-126,45.2,155.966989,52.409071
DH-126,50.2,155.658749,51.9091
DH-126,55.125,155.360002,51.41288
DH-126,98.025,154.000001,49.000001
DH-127,0.0,150.387635,52.075743
DH-127,1.6,150.387635,52.075743
DH-127,29.625,150.000001,50.000001
DH-127,37.225,150.000001,50.000001
DH-127,86.85,150.000001,50.000001
